Reviewer name,Content,Rating,Rating date,Crawl date
9***7,,5,13 thg 12 2023,2024-01-13
Nguyễn P.,,5,14 thg 12 2023,2024-01-13
Hà Đ.,,5,13 thg 12 2023,2024-01-13
Nguyễn N.,,5,3 tuần trước,2024-01-13
7***8,,5,13 thg 12 2023,2024-01-13
Nguyễn V.,,5,4 tuần trước,2024-01-13
Quoc T.,,5,13 thg 12 2023,2024-01-13
9***7,,5,13 thg 12 2023,2024-01-13
Đinh N.,,5,4 tuần trước,2024-01-13
7***8,,5,13 thg 12 2023,2024-01-13
Do M.,,5,13 thg 12 2023,2024-01-13
0***9,,5,13 thg 12 2023,2024-01-13
8***8,,5,13 thg 12 2023,2024-01-13
Nguyen P.,,5,13 thg 12 2023,2024-01-13
Hoang T.,,5,4 tuần trước,2024-01-13
Bin L.,,5,4 tuần trước,2024-01-13
Phu,,5,14 thg 12 2023,2024-01-13
Nguyen T.,,5,13 thg 12 2023,2024-01-13
Đinh H.,,5,4 tuần trước,2024-01-13
Thuỳ L.,,5,13 thg 12 2023,2024-01-13
9***7,,5,4 tuần trước,2024-01-13
3***3,,5,14 thg 12 2023,2024-01-13
Hoàng B.,,5,14 thg 12 2023,2024-01-13
anh D.,,5,13 thg 12 2023,2024-01-13
Hai,,5,4 tuần trước,2024-01-13
8***1,,5,3 tuần trước,2024-01-13
7***0,,5,13 thg 12 2023,2024-01-13
8***3,,5,3 tuần trước,2024-01-13
trần T.,,5,14 thg 12 2023,2024-01-13
Sieuphukiendienthoai,,5,2 tuần trước,2024-01-13
A***.,,5,13 thg 12 2023,2024-01-13
3***9,,5,13 thg 12 2023,2024-01-13
Việt N.,,5,4 tuần trước,2024-01-13
Nguyễn V.,,5,13 thg 12 2023,2024-01-13
Võ T.,,5,2 tuần trước,2024-01-13
8***2,,5,4 tuần trước,2024-01-13
0***3,,5,5 ngày trước,2024-01-13
8***3,,5,14 thg 12 2023,2024-01-13
Nguyen,,5,4 tuần trước,2024-01-13
Oai V.,,5,13 thg 12 2023,2024-01-13
Minh H.,,5,13 thg 12 2023,2024-01-13
Tuong N.,,5,13 thg 12 2023,2024-01-13
8***5,,5,13 thg 12 2023,2024-01-13
Phú Đ.,,5,3 tuần trước,2024-01-13
Vũ Đ.,,5,13 thg 12 2023,2024-01-13
Thuy L.,,5,1 tuần trước,2024-01-13
H***n,,5,4 tuần trước,2024-01-13
0***2,,5,29 thg 11 2023,2024-01-13
****2,,5,21 thg 11 2023,2024-01-13
7***4,,5,11 thg 12 2023,2024-01-13
Hiếu A.,,5,19 thg 11 2023,2024-01-13
0***1,,5,19 thg 11 2023,2024-01-13
Nguyễn B.,,5,20 thg 11 2023,2024-01-13
Vũ H.,,5,13 thg 12 2023,2024-01-13
Xuân T.,,5,19 thg 11 2023,2024-01-13
Nguyễn M.,,5,19 thg 11 2023,2024-01-13
Quốc T.,,5,19 thg 11 2023,2024-01-13
Lan Đ.,,5,18 thg 11 2023,2024-01-13
Hiếu Đ.,,5,20 thg 11 2023,2024-01-13
Phong,,5,13 thg 12 2023,2024-01-13
Tien N.,,5,30 thg 11 2023,2024-01-13
T***h,,5,13 thg 12 2023,2024-01-13
Sa T.,,5,27 thg 11 2023,2024-01-13
5***3,,5,22 thg 11 2023,2024-01-13
Phạm H.,,5,19 thg 11 2023,2024-01-13
9***7,,5,18 thg 11 2023,2024-01-13
Huynh V.,,5,19 thg 11 2023,2024-01-13
Phong,,5,17 thg 11 2023,2024-01-13
Lê N.,,5,17 thg 11 2023,2024-01-13
nguyenhuyen,,5,4 tuần trước,2024-01-13
Minh B.,,5,18 thg 11 2023,2024-01-13
Tuan C.,,5,10 thg 12 2023,2024-01-13
Ho H.,,5,22 thg 11 2023,2024-01-13
Lê N.,,5,19 thg 11 2023,2024-01-13
Hà Đ.,,5,01 thg 12 2023,2024-01-13
Đặng T.,,5,18 thg 11 2023,2024-01-13
Linhne,,5,17 thg 11 2023,2024-01-13
oh M.,,5,19 thg 11 2023,2024-01-13
Nè M.,,5,18 thg 11 2023,2024-01-13
Nguyen P.,,5,18 thg 11 2023,2024-01-13
quoctrang,,5,24 thg 11 2023,2024-01-13
0***4,,5,4 tuần trước,2024-01-13
Tran T.,,5,17 thg 11 2023,2024-01-13
Nhat A.,,5,17 thg 11 2023,2024-01-13
*******075,,5,27 thg 11 2023,2024-01-13
Thien N.,,5,23 thg 11 2023,2024-01-13
3***3,,5,17 thg 11 2023,2024-01-13
*******003,,5,11 thg 12 2023,2024-01-13
Nguyễn D.,,5,18 thg 11 2023,2024-01-13
7***0,,5,17 thg 11 2023,2024-01-13
9***3,,5,23 thg 11 2023,2024-01-13
Lê H.,,5,17 thg 11 2023,2024-01-13
Phạm K.,,5,19 thg 11 2023,2024-01-13
Cẩm T.,,5,20 thg 11 2023,2024-01-13
9***3,,5,24 thg 11 2023,2024-01-13
Phấn N.,,5,17 thg 11 2023,2024-01-13
0***1,,5,21 thg 11 2023,2024-01-13
thanh,,5,21 thg 11 2023,2024-01-13
9***8,,5,19 thg 11 2023,2024-01-13
A***.,,5,12 thg 12 2023,2024-01-13
Thanh T.,,5,16 thg 11 2023,2024-01-13
NHỊ N.,,5,18 thg 11 2023,2024-01-13
Tú N.,,5,16 thg 11 2023,2024-01-13
*******917,,5,20 thg 11 2023,2024-01-13
Lê T.,,5,12 thg 12 2023,2024-01-13
0***9,,5,17 thg 11 2023,2024-01-13
lê H.,,5,12 thg 12 2023,2024-01-13
Đinh N.,,5,22 thg 11 2023,2024-01-13
Bảo T.,,5,16 thg 11 2023,2024-01-13
Nguyễn P.,,5,21 thg 11 2023,2024-01-13
Kim A.,,5,17 thg 11 2023,2024-01-13
Nguyễn M.,,5,21 thg 11 2023,2024-01-13
Bích P.,,5,16 thg 11 2023,2024-01-13
Võ L.,,5,26 thg 11 2023,2024-01-13
Ngân,,5,18 thg 11 2023,2024-01-13
Lê B.,,5,17 thg 11 2023,2024-01-13
Lê B.,,5,17 thg 11 2023,2024-01-13
Trần T.,,5,16 thg 11 2023,2024-01-13
D***.,,5,16 thg 11 2023,2024-01-13
D***.,,5,16 thg 11 2023,2024-01-13
*******990,,5,16 thg 11 2023,2024-01-13
D***.,,5,16 thg 11 2023,2024-01-13
*******555,,5,16 thg 11 2023,2024-01-13
9***9,,5,19 thg 11 2023,2024-01-13
Duc T.,,5,16 thg 11 2023,2024-01-13
Duong T.,,5,22 thg 11 2023,2024-01-13
Cường H.,,5,16 thg 11 2023,2024-01-13
Nguyen T.,,5,19 thg 11 2023,2024-01-13
Vinhthe,,5,16 thg 11 2023,2024-01-13
Sieuphukiendienthoai,,5,22 thg 11 2023,2024-01-13
Tân N.,,5,17 thg 11 2023,2024-01-13
LẠI N.,,5,18 thg 11 2023,2024-01-13
Nguyễn K.,,5,17 thg 11 2023,2024-01-13
Tài Đ.,,5,16 thg 11 2023,2024-01-13
0***2,,5,16 thg 11 2023,2024-01-13
Đào M.,,5,16 thg 11 2023,2024-01-13
Dinh T.,,5,13 thg 12 2023,2024-01-13
Trang,,5,19 thg 11 2023,2024-01-13
Nguyễn Đ.,,5,21 thg 11 2023,2024-01-13
Phạm T.,,5,15 thg 11 2023,2024-01-13
Tâm N.,,5,15 thg 11 2023,2024-01-13
Nguyễn T.,,5,22 thg 11 2023,2024-01-13
Phạm H.,,5,16 thg 11 2023,2024-01-13
Nguyễn T.,,5,16 thg 11 2023,2024-01-13
Daehee L.,,5,15 thg 11 2023,2024-01-13
*******926,,5,14 thg 12 2023,2024-01-13
Vo M.,,5,21 thg 11 2023,2024-01-13
Nguyễn V.,,5,16 thg 11 2023,2024-01-13
phoenixzhang91,,5,15 thg 11 2023,2024-01-13
Minh Q.,,5,15 thg 11 2023,2024-01-13
Lê T.,,5,26 thg 11 2023,2024-01-13
Lê T.,,5,26 thg 11 2023,2024-01-13
Nguyễn P.,,5,16 thg 11 2023,2024-01-13
Tuyền H.,,5,25 thg 11 2023,2024-01-13
Nghi V.,,5,16 thg 11 2023,2024-01-13
Sieuphukiendienthoai,,5,22 thg 11 2023,2024-01-13
Hiển N.,,5,29 thg 11 2023,2024-01-13
Nguyễn N.,,5,29 thg 11 2023,2024-01-13
Nguyễn T.,,5,17 thg 11 2023,2024-01-13
Lê N.,,5,18 thg 11 2023,2024-01-13
Hưng B.,,5,18 thg 11 2023,2024-01-13
Ngô T.,,5,15 thg 11 2023,2024-01-13
Loan T.,,5,16 thg 11 2023,2024-01-13
Hai T.,,5,23 thg 11 2023,2024-01-13
Bảo Q.,,5,14 thg 11 2023,2024-01-13
Vo M.,,5,21 thg 11 2023,2024-01-13
Vo M.,,5,21 thg 11 2023,2024-01-13
Nguyen Q.,,5,16 thg 11 2023,2024-01-13
B***.,,5,26 thg 11 2023,2024-01-13
Ngoc T.,,5,15 thg 11 2023,2024-01-13
V***.,,5,15 thg 11 2023,2024-01-13
Ly T.,,5,17 thg 11 2023,2024-01-13
lucy B.,,5,18 thg 11 2023,2024-01-13
Dinh T.,,5,14 thg 11 2023,2024-01-13
Duyên T.,,5,15 thg 11 2023,2024-01-13
Hải T.,,5,14 thg 11 2023,2024-01-13
Trịnh V.,,5,15 thg 11 2023,2024-01-13
Hà M.,,5,15 thg 11 2023,2024-01-13
Bảo T.,,5,14 thg 11 2023,2024-01-13
Thắng Đ.,,5,17 thg 11 2023,2024-01-13
Tòng N.,,5,23 thg 11 2023,2024-01-13
Thanh T.,,5,16 thg 11 2023,2024-01-13
lê V.,,5,14 thg 11 2023,2024-01-13
Anh N.,,5,16 thg 11 2023,2024-01-13
*******111,,5,16 thg 11 2023,2024-01-13
*******111,,5,16 thg 11 2023,2024-01-13
Tường Đ.,,5,14 thg 11 2023,2024-01-13
anh D.,,5,15 thg 11 2023,2024-01-13
NHỊ N.,,5,14 thg 11 2023,2024-01-13
Tú V.,,5,14 thg 11 2023,2024-01-13
Nguyễn X.,,5,15 thg 11 2023,2024-01-13
Mỹ N.,,5,14 thg 11 2023,2024-01-13
Đạt,,5,14 thg 11 2023,2024-01-13
Duc T.,,5,14 thg 11 2023,2024-01-13
3***3,,5,14 thg 11 2023,2024-01-13
van,,5,27 thg 11 2023,2024-01-13
Đăng K.,,5,13 thg 11 2023,2024-01-13
Minh T.,,5,13 thg 11 2023,2024-01-13
Tân N.,,5,17 thg 11 2023,2024-01-13
Trí N.,,5,17 thg 11 2023,2024-01-13
Hường V.,,5,18 thg 11 2023,2024-01-13
Đoàn T.,,5,13 thg 11 2023,2024-01-13
Đinh N.,,5,14 thg 11 2023,2024-01-13
9***8,,5,13 thg 11 2023,2024-01-13
*******958,,5,19 thg 11 2023,2024-01-13
Nguyễn P.,,5,13 thg 11 2023,2024-01-13
Bùi H.,,5,25 thg 11 2023,2024-01-13
TrunG C.,,5,14 thg 11 2023,2024-01-13
0***6,,5,24 thg 11 2023,2024-01-13
Khánh B.,,5,18 thg 11 2023,2024-01-13
Hưng,,5,15 thg 11 2023,2024-01-13
Đặng Đ.,,5,18 thg 11 2023,2024-01-13
Lê T.,,5,13 thg 11 2023,2024-01-13
Bình N.,,5,13 thg 11 2023,2024-01-13
9***9,,5,13 thg 11 2023,2024-01-13
9***9,,5,13 thg 11 2023,2024-01-13
*******658,,5,13 thg 11 2023,2024-01-13
8***2,,5,07 thg 12 2023,2024-01-13
M***.,,5,13 thg 12 2023,2024-01-13
Bảo L.,,5,14 thg 11 2023,2024-01-13
Lê V.,,5,25 thg 11 2023,2024-01-13
Trang N.,,5,13 thg 11 2023,2024-01-13
Ngọc A.,,5,12 thg 12 2023,2024-01-13
9***5,,5,15 thg 11 2023,2024-01-13
*******222,,5,21 thg 11 2023,2024-01-13
thanh,,5,21 thg 11 2023,2024-01-13
N***2,"Giao hàng chậm hơn dự kiến, nhắn tin hỏi Apple Falship Store thì nhân viên trả lời “do hết hàng”. Còn lại mọi thứ đều ok. Máy chuẩn VN/A, đóng gói kỹ càng, đầy đủ tem mác. ",4,19 thg 11 2023,2024-01-13
T***.,"Giao hàng hơi lâu chút, hỏi thì ko trả lời phải sử dụng Lazada Support…nhưng chất lượng tốt. Mua dc giá khuyến mãi nên cũng dc ",4,26 thg 11 2023,2024-01-13
3***0,nhân viên hãm ship đến nhà riêng mà đòi hỏi nhiều ,4,13 thg 12 2023,2024-01-13
Tạo C.,"Sản phẩm chất lượng, nhưng thời gian giao hàng khá lâu đặt hơn 5 ngày ms nhận được sản phẩm
Chất lượng camera ấn tượng, Chip A17 mạnh mẽ cho việc đa nhiệm mượt mà, Màu sắc hiển thị sống động, Thiết kế sang trọng và hiện đại, 
 ",4,18 thg 11 2023,2024-01-13
*******238,,4,4 tuần trước,2024-01-13
9***3,,4,14 thg 12 2023,2024-01-13
3***4,,4,16 thg 11 2023,2024-01-13
h***.,,4,15 thg 11 2023,2024-01-13
Phương N.,Giao hàng quá lâu rất thất vọng.  ,3,15 thg 11 2023,2024-01-13
Nguyễn N.,"Nếu mua thì mọi người đừng nên đặt hoả tốc, hoả tốc mà 3 ngày mới nhận,  vì thời gian giao hàng hoả tốc bằng với thời gian giao bình thường. Không hài lòng với cách giao hàng, ",3,18 thg 11 2023,2024-01-13
P***T,Sp chính hãng nhưng giao cực lâu (8ngày cho ship nội địa???) sp không được gửi kèm hđ bản cứng sẽ rất khó khăn cho việc bảo hành sau này ,3,19 thg 11 2023,2024-01-13
Tuấn T.,"Chất liệu: 
Ship quá lâu. Báo nhận 29.9 mà 4/10 mới nhận được. Hơi thất vọng ",3,06 thg 10 2023,2024-01-13
P***.,Gửi hàng quá chậm ,3,21 thg 11 2023,2024-01-13
N***.,"Shop giao hàng quá lâu, qáu hạn giao hàng tiêu chuẩn ",3,17 thg 11 2023,2024-01-13
*******998,,3,3 tuần trước,2024-01-13
Trần T.,,3,14 thg 11 2023,2024-01-13
Long N.,"Chất liệu: 
Giao hàng quá chậm. Trong những người đầu đặt hàng cùng thời gian có sớm. Mãi tối 8h mới được giao hàng. Qá chán ",2,01 thg 10 2023,2024-01-13
Meo M.,"Giao trễ, phục vụ kém  ",1,22 thg 10 2023,2024-01-13
Quang H.,Lazada gói hàng chậm mặc dù mình chọn giao hoả tốc. người đặt tiêu chuẩn nhận trước còn hoả tốc kêu lên kêu xuống mới giao ,1,4 tuần trước,2024-01-13
Sương S.,"Mình thức săn sale 12.12 mua đc iphone 15 promax 256gb giá 31tr. Nhưng nhận hàng bị xướt 1 chút nên mình ko vui, muốn được hoàn hảo tại cũng mắc mà. Bên shop chỉ hỗ trợ trả hàng hoàn tiền chứ không đổi hàng, nghĩa là mình sẽ mất luôn voucher 3.5tr săn đc hôm đó. Có nhắn tin cho shop nhưng shop không hỗ trợ
 ",1,13 thg 12 2023,2024-01-13
3***4,Chất lượng: đường viền có vết trầy ,2,14 thg 12 2023,2024-01-13
Cam N.,"giao hàng quá chậm, nhân viên giao hàng còn cho khách khác khui nhầm hộp carton bên ngoài ",1,01 thg 10 2023,2024-01-13
Tran T.,"Hàng mới dùng chưa biết ntn,chuyển hàng nhanh.
Hàng nhận xong mà mãi không có hoá đơn.Gọi và nhắn tin thì cũng toàn xin lỗi.Không biết có vấn đề thì bảo hành ra sao???.
Quá tệ
Ông nào mua thì hỏi xem có hoá đơn không hãy mua,nhỡ có gì thì không biết ntn luôn ",1,31 thg 10 2023,2024-01-13
l***.,"sản phẩm bán để dự kiến giao hàng ngày ... , nhưng mua xong thanh toán xong nhảy thời gian dự kiến trễ đi rất lâu, nói chuyện shop báo không phù hợ thì hủy đi, nên mọi người cân nhấc khi mua đỡ phiền thêm bực",1,10 thg 10 2023,2024-01-13
NHỊ N.,Xử lý đơn hàng rất chậm. Ahamove giao hàng rất tệ. ,1,03 thg 10 2023,2024-01-13
Nguyen D.,"Shop khinh khách hàng hay sao nhắn hỏi chả bao giờ rep, như kiểu bố mày lên hàng là may mắn lắm rồi còn đòi hỏi phải rep, làm NBH ủy quyền của Apple mà khách mua iPhone 15 pro max 41 củ chẳng bằng cái đinh gì nên không care dị á.  ",1,05 thg 10 2023,2024-01-13
Nguyễn N.,"Thái độ phục vụ của Lazada cực kì kém, tự động gán mã số thuế vào đơn hàng mà mình không hề mong muốn. Khi mình yc hỗ trợ thì nvien tư vấn nói có thể gỡ mst nhưng rồi lại là chuỗi các mail trả lời vòng vo và không xử lý được cho mình! Cực kỳ thất vọng về một sàn thương mại điện tử có thâm niên tại Việt Nam!! ",1,3 ngày trước,2024-01-13
Thuỳ D.,Đặt hàng 12/12 với dịch vụ vận chuyển 24h nhưng đến 15/12 mới nhận được hàng. Chat với lazada thì nhận được câu trả lời cho thấy sự chậm chạp và vô trách nhiệm trong quá trình vận chuyển. Đổ thừa là chính. Trong khi các sản phẩm khác cũng đặt 12/12 mà 13/12 đã giao hàng.  ,1,4 tuần trước,2024-01-13
Trang T.,dịch vụ phía nhà bán hàng rất khinh khách hàng và kém chất lượng ,1,22 thg 11 2023,2024-01-13
Anh H.,"Giao hàng quá chậm
5 ngày mới giao cho bên vận chuyển mặc dù chọn hoả tốc ",1,19 thg 11 2023,2024-01-13
Trần M.,,1,4 tuần trước,2024-01-13
Duy,,1,18 thg 11 2023,2024-01-13
Vũ D.,,1,01 thg 10 2023,2024-01-13
Meo M.,"Giao trễ, phục vụ kém  ",1,22 thg 10 2023,2024-01-13
Quang H.,Lazada gói hàng chậm mặc dù mình chọn giao hoả tốc. người đặt tiêu chuẩn nhận trước còn hoả tốc kêu lên kêu xuống mới giao ,1,4 tuần trước,2024-01-13
Sương S.,"Mình thức săn sale 12.12 mua đc iphone 15 promax 256gb giá 31tr. Nhưng nhận hàng bị xướt 1 chút nên mình ko vui, muốn được hoàn hảo tại cũng mắc mà. Bên shop chỉ hỗ trợ trả hàng hoàn tiền chứ không đổi hàng, nghĩa là mình sẽ mất luôn voucher 3.5tr săn đc hôm đó. Có nhắn tin cho shop nhưng shop không hỗ trợ
 ",1,13 thg 12 2023,2024-01-13
Cam N.,"giao hàng quá chậm, nhân viên giao hàng còn cho khách khác khui nhầm hộp carton bên ngoài ",1,01 thg 10 2023,2024-01-13
Tran T.,"Hàng mới dùng chưa biết ntn,chuyển hàng nhanh.
Hàng nhận xong mà mãi không có hoá đơn.Gọi và nhắn tin thì cũng toàn xin lỗi.Không biết có vấn đề thì bảo hành ra sao???.
Quá tệ
Ông nào mua thì hỏi xem có hoá đơn không hãy mua,nhỡ có gì thì không biết ntn luôn ",1,31 thg 10 2023,2024-01-13
l***.,"sản phẩm bán để dự kiến giao hàng ngày ... , nhưng mua xong thanh toán xong nhảy thời gian dự kiến trễ đi rất lâu, nói chuyện shop báo không phù hợ thì hủy đi, nên mọi người cân nhấc khi mua đỡ phiền thêm bực",1,10 thg 10 2023,2024-01-13
NHỊ N.,Xử lý đơn hàng rất chậm. Ahamove giao hàng rất tệ. ,1,03 thg 10 2023,2024-01-13
Nguyen D.,"Shop khinh khách hàng hay sao nhắn hỏi chả bao giờ rep, như kiểu bố mày lên hàng là may mắn lắm rồi còn đòi hỏi phải rep, làm NBH ủy quyền của Apple mà khách mua iPhone 15 pro max 41 củ chẳng bằng cái đinh gì nên không care dị á.  ",1,05 thg 10 2023,2024-01-13
Nguyễn N.,"Thái độ phục vụ của Lazada cực kì kém, tự động gán mã số thuế vào đơn hàng mà mình không hề mong muốn. Khi mình yc hỗ trợ thì nvien tư vấn nói có thể gỡ mst nhưng rồi lại là chuỗi các mail trả lời vòng vo và không xử lý được cho mình! Cực kỳ thất vọng về một sàn thương mại điện tử có thâm niên tại Việt Nam!! ",1,3 ngày trước,2024-01-13
Thuỳ D.,Đặt hàng 12/12 với dịch vụ vận chuyển 24h nhưng đến 15/12 mới nhận được hàng. Chat với lazada thì nhận được câu trả lời cho thấy sự chậm chạp và vô trách nhiệm trong quá trình vận chuyển. Đổ thừa là chính. Trong khi các sản phẩm khác cũng đặt 12/12 mà 13/12 đã giao hàng.  ,1,4 tuần trước,2024-01-13
Trang T.,dịch vụ phía nhà bán hàng rất khinh khách hàng và kém chất lượng ,1,22 thg 11 2023,2024-01-13
Anh H.,"Giao hàng quá chậm
5 ngày mới giao cho bên vận chuyển mặc dù chọn hoả tốc ",1,19 thg 11 2023,2024-01-13
Trần M.,,1,4 tuần trước,2024-01-13
Duy,,1,18 thg 11 2023,2024-01-13
Vũ D.,,1,01 thg 10 2023,2024-01-13
